Column1	x	y	z	sentence	labels	my_categories	model_gen_cat
1334	15.28654	13.449929	-2.0958536	Don't update ACLs on security group update Neutron only supports updating a security group name and description Such updates don't impact ACLs and thus aren't necessary Change-Id: Icfb9a2ffcad105e6d659b5c1cd81d92c4a0eae3c Related-Bug: #1560817	6	add_security_group_policy	add_group_security
1335	13.021476	14.980667	0.84933925	Pass security group id to novaclient while adding security group to server In AddServerSecurityGroup_ we currently pass the security group name to novaclient If multiple security groups with same name exist_ then even while passing secuity group using id to command 'openstack server add security group <server> <group>' it results in error 'Multiple security_group matches found' Added unit test case to test the command Change-Id: I6097eb36e1545c85209cfd767c477e10f82c6999 Closes-Bug: 1604076	6	add_security_group_policy	add_group_security
1336	4.250153	15.3243	6.1809936	[sec-guide]fix a spelling mistake in Security Guide Change-Id: I307ceef3f9a9a9e3052da8b150c69674546fa05f Closes-Bug: #1606286	1	add_security_policy	add_id_security_bug
1337	4.183094	15.38775	6.181252	[sec-guide]A redundant word in Security Guide Change-Id: Iee0025c9e7e855a1191bad22e2adc988550ad9d4 Closes-Bug: #1606155	1	add_security_policy	add_id_security_bug
1338	4.234019	15.355616	6.1961756	[sec-guide]A spelling mistake in Security Guide Change-Id: Ide06103ce0c5190f46273f008e0dbb792dcb666e Closes-Bug: #1606277	1	add_security_policy	add_id_security_bug
1339	9.830946	15.21913	1.1113746	Separate api-ref for list security groups by server All proxy APIs are now deprecated which includes sec grp APIs also But list sec grps by server API- (/servers/{server_id}/os-security-groups) is not deprecated so this should be separated from deprecated sec grp APIs in api-ref Partially implements blueprint deprecate-api-proxies Change-Id: I9f9e2cf5f8e390cecd9e1794a0af1a3fcc24f149	6	add_security_group_policy	adds_group_security
1340	9.707193	12.538777	-5.870303	Avoid duplicate ipset processing for security groups While applying firewall rules for ports_ existing implementation iterates through each port and applies ipset for its security groups With this_ when ports share the security group_ ipset for same security group is called again and again while iterating through ports Instead_ if we prepare list of security groups for all ports and apply ipset on them before applying firewall_ we can avoid duplicate ipset processing for security groups Closes-bug: #1598734 Change-Id: I3f16d1a3a847e706ff743a8e1a5e7598f9f4c6dd	4	improve_performance	avoid_table_security_group
1341	13.338646	18.203077	8.624957	Add VeNCrypt (TLS/x509) Security VNC config Currently the driver will use the pypowervm code to start a VNC Repeater that makes available remote access to the LinuxVNC sessions started by mkvterm However_ there is no authentication or encryption done at all on these connections_ so anyone that has access through the firewall can connect to these sessions and also possibly have access to the unencrypted data sent across Support was recently added to pypowervm for optionally specifying an x509 certificate/key that will be used for x509/TLS security authentication between the client and the VNC Repeater to allow for authentication and encrypted transmission The VNC Repeater will continue to communicate with the LinuxVNC session locally without authentication or encryption If a x509 certificate/key is specified_ the VNC Repeater will enforce that the client negotiates to use VeNCrypt as part of the security handshake and then will wrapper the socket to use TLS 12 for secure communication This changeset will add optional configuration properties for the nova-powervm driver for whether to use x509 authentication and the certificates to use for this authentication vnc_use_x509_auth - Whether to use x509 authentication for VNC vnc_ca_certs - Path to CA certificates for VNC authentication vnc_server_cert - Path to the server cert for VNC authentication vnc_server_key - Path to the server key for VNC authentication Change-Id: Ib6eca2347003bce300d85b9d8bc251fdac7ffba3	-1	add_unit_test	add_framework_security_proxy
1342	4.484395	15.707973	4.155168	Fix improperly rendered Update Security Service modal form Update Security Service form validation works for only one time On the second try whatever values are used_ a correct ones or not_ the form closes with "There was an error submitting the form Please try again" message It appears that form_invalid method returns broken submit url This patch moves rendering to get_initial method to get a proper submit url for valid and invalid forms Change-Id: I6047adaf1a0864d93272940f8d15468b1ec39426 Closes-Bug: #1585247	-1	add_security_group_policy	add_id_security_group
1343	15.160547	13.392006	-2.3962243	Add available params in neutron security group rule client's comment Some interfaces in neutron security group rule client have **kwargs parameter_ but no api reference links are given so this is to add "Available params" in their comments Change-Id: I9933af44dcc52d5607c0b3f17082d9d261b043b2	-1	add_security_group_policy	add_group_security
1344	3.6009564	6.1004395	4.7741294	[install guide] Add Security settings to Fuel menu This patch: - adds a 'Security Setup' description to the Fuel Setup menu description; - updates the Fuel setup menu from 80 to 90 Change-Id: I1a65b2abe4b0bb23d78d7b577fd4b3d1ebb4b88c Closes-Bug: #1560360	-1	add_security_policy	updates_event_security_bug
1345	14.15624	12.562244	-3.7950578	Add port security option to network commands Add the "--enable-port-security" and "--disable-port-security" options to the "network create" and "network set" commands This supports setting the default port security for ports created on a network Change-Id: I1deb505bd77cef2e4bc3c2dbbb0c450665136f47 Implements: blueprint neutron-client	-1	add_security_group_policy	includes_group_security
1346	7.71615	12.146234	2.5821524	Test for security checks on master node Change-Id: I87aa4d8a5a53446792ff0e1dca05b7e376a00aa3	-1	add_security_group_policy	add_id_security_group
1347	3.6064737	6.106195	4.7842336	[install guide] Add Security settings to Fuel menu This patch: - adds a 'Security Setup' description to the Fuel Setup menu description; - updates the Fuel setup menu from 80 to 90 Change-Id: I1a65b2abe4b0bb23d78d7b577fd4b3d1ebb4b88c Closes-Bug: #1560360	-1	add_security_policy	updates_event_security_bug
1348	13.150615	14.963943	0.51071423	Pass security group name to novaclient In RemoveServerSecurityGroup we currently pass the entire security group object_ which results in TypeError in novaclient Change-Id: I6d486403a83804c3a30d6f89d2cf7f64f09797c6 Closes-Bug: 1590883	6	add_security_group_policy	add_group_security
1349	5.7012596	19.509201	10.645503	Add security context for etcd-ondemand pod/container This changes implements runAsUser flag at pod level and readOnly-fs at container level Change-Id: I4e54ae4b13c4275f8313efbb733f938ec3580138	0	add_context_security_etcd	add_context_security_etcd
1350	4.2012506	14.584385	5.401626	Added Authors to Security Notes All OSSN authors_ added under the "Author:" metadata field Change-Id: I81771dd3ec8d2c133ebc6ddf9f2c5f0f958d603a Closes-Bug: #1599064	1	add_security_policy	add_id_security_bug
1351	9.890123	11.475201	-3.7364035	Apply SSH security settings from UI This commit change restriction for SSH access only from networks provided on UI instead of all local networks by default DocImpact Depends-On: I34c9907d781b81253ed6942c67b16f8480de3bb5 Change-Id: Ifca70a377c74d233fbca50de7245bce01079ad56 Closes-Bug: #1419657 Signed-off-by: Maksim Malchuk <mmalchuk@mirantiscom>	-1	add_security_policy	add_id_security_keystone
1352	9.87371	11.480762	-3.7212474	Add the SSH security section to UI This change adds the new section with new checkbox as a separate control instead of the toggleable section because of the description which should be available even if the section is disabled (default) Change-Id: I34c9907d781b81253ed6942c67b16f8480de3bb5 Partial-Bug: #1419657 Signed-off-by: Maksim Malchuk <mmalchuk@mirantiscom>	-1	add_security_policy	add_id_security_keystone
1353	7.528375	14.6968565	-1.1651038	Add new resource Security Group Rule As for now rules are a property of security group resource The problem is that rules can contain security group id's as their parameters This leads to circular dependencies Now you can create security groups as before but also create new rules as separate resources and add them to security groups Closes-Bug: #1581447 Implements bp securitygroupingressegress Change-Id: I3425960e3d5a63c54b0c6739e305a53780075095	8	add_security_group_policy	add_id_security_group
1354	7.0651116	15.782175	0.19609992	don't serialize auto security group if not needed Change-Id: I1e20fb5493e4bcf3a37a5b4a89709f55c5cdcbd6 Closes-bug: 1597482	-1	add_security_group_policy	add_id_security_group
1355	15.162388	13.362955	-2.3757074	Add available params in neutron security group client's comment Some interfaces in neutron security group client have **kwargs parameter_ but no api reference links are given so this is to add "Available params" in their comments Change-Id: I177b07a3f96f593b8ba8a8a7c646429a6616925b	-1	add_security_group_policy	add_group_security
1356	14.199797	12.622294	-3.7694092	Supports the Docker "expose" option The Docker "expose" option allows that a port-range and protocol be specified through the "docker run" command: docker run --net=my_kuryr_net --expose=1234-1238/udp -it ubuntu This patch set implements this feature by using Neutron security groups Closed-Bug: #1569142 Change-Id: Ib7e1fd4de66a7bf69d59a3bd711994b935270b66	-1	add_security_group_policy	add_id_security_group
1357	15.9124775	13.003158	-1.7002953	Add Neutron security group plugin The support for Neutron security groups did not make it into Mitaka This patch will add a new plugin to monitor Neutron notifications related to security group changes (group add_ group delete_ group rule add) Change-Id: I9d2b80e27eaf817cf561d28e067985fee7fe568d Implements: blueprint-neutron-security-group-plugin	6	add_security_group_policy	plugin_group_security
1358	14.830973	13.016703	-2.4672542	WIP: Use OVN address set to implement remote security group in neutron Change-Id: I56e9eb1ded1836b9a9f7262f22daa51103bc8518	6	add_security_group_policy	add_group_security
1359	9.612296	15.448593	7.9280663	Add glossary links for secure boot and TPM for Security Guide Added secure boot and trusted platform module (TPM) glossary links Terms were added to openstack-manuals common glossary in change 336113 Fixed rst markup for a note Change-Id: I35e454ba590f346580ef39bf2340739fc4777513 Closes-Bug: #1485736	1	add_security_group_policy	add_id_security_group
1360	3.609838	12.571456	6.818231	Fix Mapr security repo lucid-security moved to old-releasesubuntucom Change-Id: Ibf2802ca0f62c0eabc0acfc3e90c6d079d20e884	-1	add_security_group_policy	add_id_security_group
1361	10.122739	11.35785	-4.027495	Fix openscap security violations in sshd_config Updated ssh settings in /etc/ssh/sshd_config file to fix some high and medium openscap security violations Story: 2008037 Task: 40694 Change-Id: Id57fbb13fd2b758f2e8608b56af9447035bac903 Signed-off-by: Carmen Rata <carmenrata@windrivercom>	-1	add_security_policy	add_id_security_keystone
1362	4.2912593	15.067636	4.3418636	Add secure boot and TPM to glossary for Security Guide Added secure boot and trusted platform module (TPM) to glossary for Security Guide book Partial Bug: #1485736 Change-Id: Ie35cec0b44838f5e19e703a49af5fa94027a9779	1	add_security_policy	add_id_security_image
1363	15.950987	13.299787	-1.4709247	Log the network when neutron won't apply security groups Since we can be processing multiple networks for a given server create or interface attach request_ when validation fails for applying security groups it would be helpful to log the network that failed the validation so we can debug Change-Id: If2a0ed3c77ed89c7bb75cae4dd0ba7260c97cf70 Related-Bug: #1593522	-1	add_security_group_policy	add_id_security_group
1364	12.585434	7.0731874	-5.4878592	Removes deleted port from Hyper-V Security Groups Driver cache When a port is deleted_ it is no longer necessary to keep it in the Hyper-V Security Groups Driver cache Change-Id: Icd6e4267eab23bef117e6d4ff2e83246d6f2080f Closes-Bug: #1536732 (cherry picked from commit 88dbf676b6a08e7bbb0287dd46a439a4ff843867)	3	add_security_group_policy	refactored_id_security_group
1365	14.543733	12.523133	-3.1504292	Fixed inability to deploy if security groups are disabled Existing implementation of Neutron-based networking assumed that the neutron's security groups are used to manage VM accessibility However there may exist environments with disabled security-group extension in Neutron and thus relying on something else to restrict the traffic Murano could not operate in such environments since it always was attempting to create resources of type OS::Neutron::SecurityGroup and attach VMs' ports to this resource This is addressed by introducing a new subclass of SecurityGroupManager - DummySecurityGroupManager_ which actually does nothing but silently ignores the calls to create security rules This new security manager is instantiated instead of NeutronSecurityGroupManager for Neutron-based networks in cases if the 'security-group' extension is not present in Neutron's configuration If it is instantiated a warning message is reported to the end-user to notify them that security requirements of the application were ignored Change-Id: Ia3bc6c17f9ca0a4b8bf8c272481760a8c81b27b7 Closes-bug: #1593253	-1	add_security_group_policy	add_id_security_group
1366	4.5234084	15.751729	3.9637432	Clean Security Services modal forms Refactoring Create Security Service and Edit Security Service modals Change-Id: I6eb7df04685596f8d52364c98ff94b1fc1e55d24 Partially-Implements: blueprint form-templates	-1	add_security_group_policy	add_id_security_group
1367	5.465664	12.498723	3.748807	Docs: Add developer guide for security role This patch adds detailed instructions for developers who are working on the security role The patch also adds CentOS/RHEL 7 support to the run_testssh script This is a backport of I0ab79f1e4abdb3deeca9b48da3b9e4f42be37980 A clean backport wasn't possible due to multi-os work done in Newton Change-Id: Id5748681677ece9d683912b44a0b5f727397791c	-1	add_security_group_policy	add_id_security_group
1368	13.399702	10.183715	-3.4358258	XenAPI: Support neutron security group This implementation is to give support on neutron security group with XenServer as compute driver When using neutron+openvswitch_ the ovs agent on compute node cannot run correctly due to lack of qbr linux bridge on compute node This change will add qbr linux bridge when xenserver as hypervisor Implements: blueprint xenserver-give-support-on-neutron-security-group Change-Id: Id9b39aa86558a9f7099caedabd2d517bf8ad3d68 Depends-On: I377f8ad51e1d2725c3e0153e64322055fcce7b54	-1	add_security_group_policy	plugin_group_security
1369	6.4163785	14.385033	0.3013702	Reraise exception raised by security groups driver Re-raises the caught exception instead of safely ignoring it This will result in the port being rebound Partial-Bug: #1522449 Change-Id: I5fce58c05a5a638acca2ebaf4e8e8f7a46f49835 (cherry picked from commit d1d391cb1ac74b02e2acbfa93f3bb58f0bc12f13)	-1	add_security_group_policy	adds_id_security_group
1370	4.5823264	15.516179	5.8076105	Fix minor typo in security guide The word service was mispelled in security guide Fixed this typo Change-Id: I82a135b7c767690c0a639da552bdc2286c9ad43c	1	add_security_policy	add_id_security_bug
1371	5.4490514	12.513727	3.7567887	Docs: Add developer guide for security role This patch adds detailed instructions for developers who are working on the security role The patch also adds CentOS/RHEL 7 support to the run_testssh script This is a backport of I0ab79f1e4abdb3deeca9b48da3b9e4f42be37980 A clean backport wasn't possible due to multi-os work done in Newton Change-Id: Id5748681677ece9d683912b44a0b5f727397791c	-1	add_security_group_policy	add_id_security_group
1372	6.8103857	16.381947	0.865622	Add constraint for Security Group Change-Id: I8b2918b1dc1ccef1723028680914a597580664dc	7	add_security_group_policy	add_id_security_group
1373	13.200776	9.948564	-3.5521345	Support ML2 option to enable security groups Add support for the ML2 enable_security_group option under [securitygroup] in ml2_confini This option is set to True by default and will control whether or not ACLs are applied to ports and the port binding value for CAP_PORT_FILTER Also_ update devstack plugin to set enable_security_group based on Q_USE_SECGROUP and comment out firewall_driver since it isn't used by OVN And finally_ add the security group options to the neutron-ovn-db-sync-util command Change-Id: I73ca9a34ea34f781cbec5680b44e98da309365bb Closes-Bug: #1588935	3	add_security_group_policy	add_group_security
1374	10.029378	14.231622	-5.731358	ICMP type & code validation while adding Security Group rules While adding new 'Security Group Rule' viz 'Custom ICMP rule' when wrong ICMP 'type' or 'code' was given the errors it would show were 'Not a valid port number'; which is misleading The errors should rather be 'Not a valid ICMP type' or 'Not a valid ICMP code' Also for validating ICMP 'type' and 'code' there wasn't any dedicated functionality in 'osloutils/netutils' so the code for validating 'TCP ports' was used TCP ports are in range 0 to 65535 while ICMP 'type' and 'code' are in range 0 to 255_ so using 'TCP port validation' code is incorrect When -1 is used in 'ICMP code' or 'ICMP type' that means any number 0 to 255 is valid Here newer dedicated functionality of 'osloutils/netutils' is used for validating ICMP 'type' and ICMP 'code' Change-Id: I8e227a0021d418294fa7b7756d58e39f2100850a Closes-Bug: #1511748 (cherry picked from commit edfde8b3f54cc4264d770e5fd49f07d164a85a28)	-1	add_security_group_policy	add_rule_security_group
1375	9.045197	12.239442	-5.0459294	Disabling security groups is not needed Instead you can use port-security-enabled=False during port creation for service Change-Id: If880800379517bf1e7979d62b41a334e0f3520a9	4	add_security_group_policy	add_rule_security_group
1376	14.534529	12.519996	-3.1610575	Fixed inability to deploy if security groups are disabled Existing implementation of Neutron-based networking assumed that the neutron's security groups are used to manage VM accessibility However there may exist environments with disabled security-group extension in Neutron and thus relying on something else to restrict the traffic Murano could not operate in such environments since it always was attempting to create resources of type OS::Neutron::SecurityGroup and attach VMs' ports to this resource This is addressed by introducing a new subclass of SecurityGroupManager - DummySecurityGroupManager_ which actually does nothing but silently ignores the calls to create security rules This new security manager is instantiated instead of NeutronSecurityGroupManager for Neutron-based networks in cases if the 'security-group' extension is not present in Neutron's configuration If it is instantiated a warning message is reported to the end-user to notify them that security requirements of the application were ignored Change-Id: Ia3bc6c17f9ca0a4b8bf8c272481760a8c81b27b7 Closes-bug: #1593253	-1	add_security_group_policy	add_id_security_group
1377	5.779052	12.342424	3.6005142	Update lists of skipped security role tasks The security role has fixes for V-38496 and V-38670 that will allow us to apply these configurations in the gate jobs Change-Id: Iab369540c1cab0612490ad04fe4ba2e9bfff7028	3	add_security_group_policy	add_id_security_group
1378	7.474529	15.644284	2.3385818	[WIP] Add security dashboard attributes Change-Id: Ic89c56e178b478a0c653b76a588c10aef037f318	-1	add_security_group_policy	add_id_security_group
1379	6.931596	19.637213	11.482374	Add security context template to prometheus-blackbox-exporter This change adds security context template at pod level to implement runAsUser flag This change adds security context template at container level to implement readOnly-fs flag Change-Id: Icbea3487c058d88188061d0d5a77458dce910884	0	add_context_security_container	adds_context_security_container
1380	7.5255175	21.415136	6.478367	Fix openscap security violation in pam-config rpm Removed all "nullok" occurrences in "ystem-authpamd" file to fix "Prevent Login to Accounts With Empty Password" security violation found using openscap scan Story: 2008037 Task: 40694 Change-Id: I84fd31dd262dcd3075b14acfcc03b43fb33181f0 Signed-off-by: Carmen Rata <carmenrata@windrivercom>	0	add_security_policy	add_id_security_keystone
1381	4.2593327	14.099646	4.97135	Docs: Add developer guide for security role This patch adds detailed instructions for developers who are working on the security role Change-Id: I0ab79f1e4abdb3deeca9b48da3b9e4f42be37980	1	add_security_group_policy	add_id_security_group
1382	9.989488	14.167158	-5.668068	ICMP type & code validation while adding Security Group rules While adding new 'Security Group Rule' viz 'Custom ICMP rule' when wrong ICMP 'type' or 'code' was given the errors it would show were 'Not a valid port number'; which is misleading The errors should rather be 'Not a valid ICMP type' or 'Not a valid ICMP code' Also for validating ICMP 'type' and 'code' there wasn't any dedicated functionality in 'osloutils/netutils' so the code for validating 'TCP ports' was used TCP ports are in range 0 to 65535 while ICMP 'type' and 'code' are in range 0 to 255_ so using 'TCP port validation' code is incorrect Here newer dedicated functionality of 'osloutils/netutils' is used for validating ICMP 'type' and ICMP 'code' Change-Id: I8e227a0021d418294fa7b7756d58e39f2100850a Closes-Bug: #1511748	-1	add_security_group_policy	add_rule_security_group
1383	12.588914	7.07499	-5.4834003	Removes deleted port from Hyper-V Security Groups Driver cache When a port is deleted_ it is no longer necessary to keep it in the Hyper-V Security Groups Driver cache Change-Id: Icd6e4267eab23bef117e6d4ff2e83246d6f2080f Closes-Bug: #1536732	3	add_security_group_policy	refactored_id_security_group
1384	15.520901	13.254809	-1.4912268	Not to create security group when security_group ext is disabled When system's security_group ext is disabled(which can be shown by "neutron ext-list")_ we can skip creating neutron security_group without skipping the whole testcase Change-Id: Icbe9f2c394016aa1cad4d198303b5118d1580bed Closes-Bug: #1585104	6	add_security_group_policy	add_id_security_group
1385	13.615243	12.502766	-4.1795034	health-manager listen port security group Octavia health manager listen port should be at the same security group as the Octavia members Change-Id: Ie0988dc95651abe78cbdd5dff1d958ed91af8ea1	-1	add_security_policy	consumes_def_port_security
1386	9.397502	14.997928	-0.44517547	Use Magic-Search for Security Groups step in Launch Instance Security Groups was the last table in the stanaard Launch Instance steps that didn't use Magic Search for filtering This patch establishes the use of Magic Search and also removes the search bar from the table to promote accessibility The filters are only for Name and Description right now_ but this allows additional filters to be added as necessary Change-Id: I5e6098752d1b1d5c9736c103796b533d656092a6 Closes-Bug: 1434710	-1	add_security_group_policy	add_id_security_group
1387	6.497245	18.508123	-3.6100726	Allowing non-ASCII characters for Security Group names See bug report for details; this removes the ASCII-only restriction for the Security Group name You can also test that the command-line allows for non-ASCII characters_ so we should do the same Change-Id: I5dc4ca35985b134ac806a1c7d50e045c3f462137 Closes-Bug: 1588039	7	add_security_group_policy	allow_space_security_group
1388	6.4532614	14.148872	11.079829	Setup OSA security core group This patch implements a core group for the openstack-ansible-security repository in order to allow a service specific set of core reviewers to be added to it The openstack-ansible-core team retains its previous voting capabilities Change-Id: I458ca4e1c85d16f4933647e05206cde864274d1a	-1	add_security_policy	use_role_security
1389	8.729587	14.298828	-3.4201508	Fix update ACLs for rules with remote security groups Creating a security group rule that references a remote security group with no rules will cause the ACL update to fail because _add_sg_rule_acl_for_port() may return None This impacts both security group rule create and delete Change-Id: Ic7a9750659ba8d050b6e4d64061153ff177ab33f Partial-Bug: #1578198	4	add_security_group_policy	add_rule_security_group
1390	7.0212817	15.900032	0.22136039	Minimise number of auto security groups Change-Id: Iee37425f97d6f7c35a83fe290caf76f5d0dc012e Closes-bug: 1578850	7	add_security_group_policy	add_id_security_group
1391	13.399949	10.162317	-3.4219863	Xenerver compute driver support neutron security group Propose a way with XenServer compute driver to support neutron security group when ML2 OVS is used Change-Id: Ie1d671c5a31402d8c71092e37d4b03e1e517d67a Blueprint: support-neutron-security-group	-1	add_security_group_policy	plugin_group_security
1392	4.3203473	14.867086	5.510525	minor changes to security documentation This contains some minor changes to the security documentation: - replace 'ironic' with 'the Bare Metal service' (as per documentation guidelines - fixes a few grammatical issues - removes reference to "clean_nodes" configuration option since it has been deleted in Newton - added links - additional references shows reference descriptions instead of the links Change-Id: I11df3bde9eff4b7f109bee6b9d0058e325b67027	1	add_security_policy	add_id_security_bug
1393	10.769074	12.009862	-5.090045	This patch implement port security app Port security application will install or uninstall flows that let only the packets with valid ip and mac pass Change-Id: Ide4b159f99f8d92bc4aa965e932390275866841b Implements: blueprint mac-spoofing-protection	-1	add_security_policy	enable_driver_port_security
1394	9.464379	8.822644	10.380701	Apply puppet on the master node for security module There is need to run puppet apply host manifest when some changes were made in the post_deployment phase in the security module Change-Id: I88d409f7d4819e2662d51a4cf42719ccbda2a3bd Closes-Bug: #1583593 Signed-off-by: Maksim Malchuk <mmalchuk@mirantiscom>	-1	add_context_security_container	adds_context_security_container
1395	4.3995385	16.168892	4.6488485	Update HTML template for security service detailed page Also cover admin part with unit tests and fix "redirect url" for case requested security service not found Change-Id: I166029353984da75b72e26e5b4be30687a9aef78 Partial-Bug: #1578284 Partial-Bug: #1576776	1	add_security_policy	add_id_security_bug
1396	6.1395817	18.442177	8.995047	Change the SELinux doc to a security doc Kolla should have a doc with an overview of security within the project Partially implements: blueprint documentation-rework Change-Id: I0a8b902fe1b9adf6617779646bf0bbaee1a36c4f	0	add_security_group_policy	reduce_group_security_bug
1397	4.098346	15.876068	4.544664	Minor update to security segregation user story Minor update to security segregation user story to trigger review process Change-Id: Iacb81c27606ecfa03f29633f89b5de96feb16a94	1	add_security_policy	add_id_security_bug
1398	5.7569437	17.674679	3.9899843	Shared File Systems service security guide fixes New concepts appearing in Mitaka are added Also the guide is reworked to improve readability and make it easier to understand in general Change-Id: I3d7bde2ccb3794e5025ec42695e9df2f5bb8dbbc	1	add_service_security	add_service_security
1399	4.255321	14.657103	4.8098407	Build Security Threat Analysis Change-Id: I764f492e762901e1ed9889924645acf1f0bca241	1	add_security_policy	add_id_security_image
1400	8.548792	16.325542	0.10435827	Support for stateless security groups Add support for stateful attribute of security groups_ using --stateful and --no-stateful flag on security group This allows a user to create security groups with stateful false Change-Id: Ifd20b5fc47fd0ea0bb5aeda84820dcc0fb1e8847 Blueprint: stateless-security-groups Depends-On: https://reviewopendevorg/711513/	6	add_security_group_policy	add_id_security_group
1401	12.238691	13.879154	11.019432	Add bandit security config Bandit is an OpenStack security linter that uses python AST modules to perform static code analysis of a project It can help identify low_ medium_ and high security "hotspots" in a project codebase This change provides an initial Bandit config based on the existing one used by Sahara Change-Id: Idcfb5641007bb27de8df262b236b9a46d7e11d5d Closes-Bug: 1547730	-1	add_bandit_security	add_bandit_security
1402	12.690098	6.7081	-5.885529	Fixes IPv6 Security Group rules with 128 prefix length Hyper-V cannot add Extended ACLs which have /128 IPv6 IP addresses in the RemoteIPAddress field Removes the /128 length from the remote_address field Change-Id: I9581740b7af58116e40cd094a813170b46de1623 Closes-Bug: #1505578 (cherry picked from commit 00773fc26e7bae9ac9440a530e37bd88b86a3791)	3	add_security_group_policy	add_id_security_group
1403	6.567238	12.376876	1.1905607	Impliment security group fullstack and ut cases Change-Id: I58e37c20a1e46ef64a4dfcf5950073f8b4893543	-1	add_security_group_policy	add_id_security_group
1404	3.8200908	13.272934	6.36259	Notice to disable security hardening role during upgrades Change-Id: I9d6adbe293543f953b0fd8b94b94cf21e914cc0b Closes-Bug: #1568029	1	add_security_policy	add_id_security_bug
1405	3.9537244	13.494416	6.4211154	[WIP] Disable security hardening during upgrades This commit disables the security hardening during upgrades by creating a temporary file It removes the file after a sucessful upgrade Change-Id: I26f956d670343f66d06aa0266bfa5c7256231e2f Closes-Bug: #1568029	1	add_security_group_policy	add_id_security_group
1406	9.088113	15.76327	1.036358	add get single router and security group object method in nb_api Change-Id: I17870215c2cae288ef9fd72a92346d651b1b20be	-1	add_security_group_policy	add_group_security
1407	9.553583	13.654448	-4.1	Let connection to FIP obey security group rules According current codes in dnat_appapp_ connections to FIP skip INGRESS_CONNTRACK_TABLE table and can directly reach at VM port This patch will fix that bug Closes-Bug: 1569903 Changes to be committed: modified: dragonflow/controller/dnat_apppy Change-Id: I2d3b9093483747f05ea4ee25f4ab0f4a08b90249	-1	add_security_group_policy	add_rule_security_group
1408	7.765365	10.999889	-0.35804266	Enable tempest security group tests Security group application is merged_ enable tempest tests for security groups Change-Id: Idfa8495bd00d48f6dbe2471c206bbc3d5cf8f2f8	-1	add_security_group_policy	add_test_security
1409	6.3839717	14.506536	0.97639537	Remove security info from log output if not development mode Use nailgun settings for determine mode_ if development mode enabled -> allow log Closes-bug: #1546551 Change-Id: I280ca46547aaa382aa001387ae017025da227aa7	-1	add_security_group_policy	add_id_security_group
1410	3.840296	13.495592	6.3300815	Disable security role during major upgrades This commit disables the security hardening role during major upgrades by creating a temporary file It removes the file after a sucessful upgrade Change-Id: Ib32e0e317a84a443fb7fc9d3a364a16bd469b6e3 Closes-Bug: #1568029	1	add_security_policy	add_id_security_bug
1411	4.280581	14.821964	5.154449	Adding documentation for security threat analysis Change-Id: I77353def7997ab60164c97f44eaf6ada06231f52	1	add_security_policy	add_id_security_bug
1412	7.370056	15.097659	-1.3332441	Optimize security group fw rules Closes-bug: #1572503 Instead of multiple rules build for TCP ALL or UDP ALL rule only one rule will be build for each case Change-Id: Ibc71d4fdec88c10c117d867bc9f048ac2ffd6950	-1	add_security_group_policy	add_id_security_group
1413	7.883953	15.027843	2.4251258	Remove security info from log output Replace certificate (incl private key) and passwords by "HIDDEN BY SECURITY RULES" For readability requirements added: from __future__ import unicode_literals Original dict is not changed (deepcopy is used) Closes-bug: #1546551 Change-Id: I280ca46547aaa382aa001387ae017025da227aa7	-1	add_bandit_security	add_bandit_security
1414	3.7637112	15.871442	5.5678897	Remove "buy from lulu" references from from the Security Guide landing page Change-Id: I050edbb307aef4bf0ce7ccba1ce95c3e65c487d6 Closes-bug: #1576369	1	add_security_policy	add_id_security_bug
1415	4.134889	16.034489	5.2450852	Fixing broken link to Bridging Security Domains Change-Id: I7719293448288c8fc4a719e067f1df78537f9950	1	add_security_policy	add_id_security_bug
1416	7.779876	10.996541	-0.36592942	Tempest: Skip security group test because of bug Some security group related test cases are failing because of a backend platform bug Add a decorator to skip these tests as they are consistently failing It will be removed when the bug is fixed Change-Id: I087dd2bd3da126e29a31f895779be1ae15514dd6	-1	add_security_group_policy	add_test_security
1417	10.906474	11.861226	-4.794991	Disable port security for mgt ports as well In some deployments (OVS)_ port security must also be disabled on the management port for communication from astara to the appliance API Change-Id: I10bae7041aab7b4b143987bf07d800b3e50a6444 Closes-bug: #1573156 (cherry picked from commit 64453dc26d51b5f50e0cc6519ae9fbe4cb0df86c)	-1	add_security_group_policy	add_id_security_group
1418	10.934457	11.889947	-4.834516	Disable port security for mgt ports as well In some deployments (OVS)_ port security must also be disabled on the management port for communication from astara to the appliance API Change-Id: I10bae7041aab7b4b143987bf07d800b3e50a6444 Closes-bug: #1573156	-1	add_security_group_policy	add_id_security_group
1419	10.216659	12.588862	-3.5782583	IPv4 and IPv6 Security Groups Scenario Tests - IPv4 Security Rules egress tests for publicnet_ servicenet and isolatednet - IPv6 Security Rules egress tests for publicnet and isolatednet - Covering ICMP_ TCP and UDP protocols Change-Id: If79dbce8cc5dd9e444f55e6d22759dc87d428329	4	add_security_group_policy	add_port_security_group
1420	3.982368	15.14488	5.4202332	fix samples references in security group files This fixes the samples references in the security group files_ commenting out 2 that don't exist at all This drops the warnings to 145 against current master Part of bp:api-ref-in-rst Change-Id: I0cb9932dc54cdffcbd9eda274a06d708e87409d8	1	add_security_policy	add_id_security_bug
